RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IAN_base,fase_num_base,_movimento_fase_atipico,IDA_original,_iaa_invalido,IAA_registrado_inv,_inde_contaminado,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,INDE_ano_base,Pedra_ano_base,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-74,2022,5,5,6,-1,4.989,9.6,3.3,7.5,5.524,2.0,5.833,5.0,6.0,0.0,0.0,16.0,2006,Menino,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,2.0,False,,False,reconstruido_2022,False,,4.989,Quartzo,False,6,,False
RA-75,2022,5,5,6,-1,3.915,5.4,3.8,6.3,5.6,0.0,4.625,5.0,0.0,0.0,,16.0,2006,Menina,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Sem limitações,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,0.0,False,,False,ausente,False,IPP,3.915,Quartzo,False,6,,False
RA-76,2022,5,5,5,0,9.105,10.0,9.1,8.1,8.766,8.7,9.292,10.0,9.3,8.3,8.4,15.0,2007,Menina,2017,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,8.7,False,,False,reconstruido_2022,False,,9.105,Topázio,False,6,,False
RA-77,2022,5,5,6,-1,3.846,7.1,2.7,5.0,5.31,0.7,4.625,5.0,0.3,1.8,0.0,16.0,2006,Menino,2019,Quartzo,Escola Pública,Quartzo,Quartzo,Quartzo,,,,Não,Não indicado,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,0.7,False,,False,reconstruido_2022,False,,3.846,Quartzo,False,6,,False
RA-78,2022,5,5,7,-2,7.04,8.3,6.6,5.6,7.9,7.2,8.0,5.0,8.7,5.7,7.3,17.0,2005,Menino,2018,Ágata,Rede Decisão,Ametista,Ágata,Ametista,,,,Não,Requer avaliação,2005,17,Fase 7 (3º EM),-2,7,5.0,5,False,7.2,False,,False,reconstruido_2022,False,,7.04,Ametista,False,6,,False
RA-79,2022,5,5,6,-1,6.847,5.4,6.3,5.6,7.486,8.9,7.292,5.0,9.5,7.7,9.5,16.0,2006,Menina,2018,Ágata,Rede Decisão,Ametista,Ágata,Ágata,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,8.9,False,,False,reconstruido_2022,False,,6.847,Ágata,False,6,,False
RA-80,2022,5,5,6,-1,7.29,9.2,8.3,5.0,7.45,7.2,7.625,5.0,6.5,7.7,7.3,16.0,2006,Menina,2017,Ametista,Rede Decisão,Ametista,Topázio,Ametista,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,7.1,False,,False,reconstruido_2022,False,,7.29,Ametista,False,6,,False
RA-81,2022,5,5,4,1,7.675,9.2,9.2,5.0,7.234,6.0,7.458,10.0,5.5,5.2,7.3,14.0,2008,Menina,2017,Ametista,Rede Decisão,Ametista,Topázio,Ametista,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),1,4,10.0,5,False,6.0,False,,False,reconstruido_2022,False,,7.675,Ametista,False,6,,False
RA-82,2022,5,5,7,-2,6.596,8.8,6.8,7.5,7.226,5.5,6.417,5.0,6.0,5.0,,17.0,2005,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2005,17,Fase 7 (3º EM),-2,7,5.0,5,False,5.5,False,,False,reconstruido_2022,False,,6.596,Ágata,False,6,,False
RA-83,2022,5,5,7,-2,6.671,7.9,6.8,7.5,7.194,6.8,5.958,5.0,6.0,7.5,,17.0,2005,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2005,17,Fase 7 (3º EM),-2,7,5.0,5,False,6.8,False,,False,reconstruido_2022,False,,6.671,Ágata,False,6,,False
RA-84,2022,5,5,7,-2,6.682,7.1,8.8,5.0,7.02,5.8,6.75,5.0,5.7,6.5,5.2,17.0,2005,Menina,2018,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Requer avaliação,2005,17,Fase 7 (3º EM),-2,7,5.0,5,False,5.8,False,,False,reconstruido_2022,False,,6.682,Ágata,False,6,,False
RA-85,2022,5,5,5,0,6.243,6.7,7.3,5.0,6.064,4.2,5.833,10.0,5.0,3.5,,15.0,2007,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Requer avaliação,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,4.3,False,,False,reconstruido_2022,False,,6.243,Ágata,False,6,,False
RA-86,2022,5,5,6,-1,7.566,7.5,9.6,5.6,7.844,6.8,8.458,5.0,6.2,7.2,6.9,16.0,2006,Menino,2016,Ametista,Rede Decisão,Topázio,Ametista,Ametista,,,,Sim,Sem limitações,2006,16,Fase 6 (2º EM),-1,6,5.0,5,True,6.7,False,,False,reconstruido_2022,False,,7.566,Ametista,False,6,movimento_fase_atipico,True
RA-87,2022,5,5,5,0,8.712,8.3,9.6,7.5,7.52,8.8,8.5,10.0,8.3,8.0,10.0,15.0,2007,Menino,2021,Topázio,Rede Decisão,,Ametista,Topázio,,,,Sim,Não atendido,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,8.8,False,,False,reconstruido_2022,False,,8.712,Topázio,False,6,,False
RA-88,2022,5,5,7,-2,7.498,7.1,9.2,5.6,7.464,6.5,9.208,5.0,6.8,6.2,6.4,17.0,2005,Menino,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Sim,Sem limitações,2005,17,Fase 7 (3º EM),-2,7,5.0,5,True,6.5,False,,False,reconstruido_2022,False,,7.498,Ametista,False,6,movimento_fase_atipico,True
RA-89,2022,5,5,6,-1,7.323,9.6,7.8,7.5,7.53,6.0,8.0,5.0,7.5,5.7,4.7,16.0,2006,Menino,2021,Ametista,Escola Pública,,Quartzo,Ametista,,,,Não,Não atendido,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,5.9,False,,False,reconstruido_2022,False,,7.323,Ametista,False,6,,False
RA-90,2022,5,5,3,2,9.442,10.0,9.7,9.4,9.12,8.5,9.75,10.0,7.7,8.0,9.8,13.0,2009,Menina,2019,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Sem limitações,2009,13,Fase 3 (7º e 8º ano),2,3,10.0,5,False,8.5,False,,False,reconstruido_2022,False,,9.442,Topázio,False,6,,False
RA-91,2022,5,5,6,-1,6.645,9.2,5.7,5.6,7.8,6.6,7.125,5.0,5.5,5.7,8.5,16.0,2006,Menina,2016,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,6.6,False,,False,reconstruido_2022,False,,6.645,Ágata,False,6,,False
RA-92,2022,5,5,6,-1,6.957,9.2,7.1,5.0,8.036,7.4,6.667,5.0,7.8,5.5,8.8,16.0,2006,Menina,2016,Ágata,Rede Decisão,Topázio,Ametista,Ágata,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,7.4,False,,False,reconstruido_2022,False,,6.957,Ágata,False,6,,False
RA-93,2022,5,5,5,0,8.941,8.3,9.7,8.1,8.444,8.5,9.083,10.0,8.8,8.3,8.4,15.0,2007,Menina,2016,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,8.5,False,,False,reconstruido_2022,False,,8.941,Topázio,False,6,,False
RA-94,2022,5,5,5,0,8.921,8.3,9.6,8.1,9.044,7.7,9.583,10.0,7.0,6.7,9.5,15.0,2007,Menina,2018,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,7.7,False,,False,reconstruido_2022,False,,8.921,Topázio,False,6,,False
RA-95,2022,5,5,7,-2,6.308,8.3,6.6,7.5,6.896,4.8,6.292,5.0,6.0,8.0,0.5,17.0,2005,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Sem limitações,2005,17,Fase 7 (3º EM),-2,7,5.0,5,False,4.8,False,,False,reconstruido_2022,False,,6.308,Ágata,False,6,,False
RA-96,2022,5,5,6,-1,7.54,9.2,7.8,6.9,8.3,6.7,8.5,5.0,5.7,6.5,8.0,16.0,2006,Menino,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Sim,Sem limitações,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,6.7,False,,False,reconstruido_2022,False,,7.54,Ametista,False,6,,False
RA-97,2022,5,5,5,0,7.468,7.5,8.8,5.0,8.196,6.9,6.292,10.0,5.3,6.7,8.8,15.0,2007,Menina,2017,Ametista,Rede Decisão,Ametista,Ágata,Ametista,,,,Não,Não indicado,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,6.9,False,,False,reconstruido_2022,False,,7.468,Ametista,False,6,,False
RA-98,2022,5,5,5,0,9.354,8.8,10.0,9.4,9.006,8.5,9.667,10.0,8.4,8.2,8.9,15.0,2007,Menina,2017,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),0,5,10.0,5,False,8.5,False,,False,reconstruido_2022,False,,9.354,Topázio,False,6,,False
RA-99,2022,5,5,6,-1,6.158,8.8,6.3,7.5,6.014,5.0,5.833,5.0,5.7,3.4,5.8,16.0,2006,Menino,2019,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Não atendido,2006,16,Fase 6 (2º EM),-1,6,5.0,5,False,5.0,False,,False,reconstruido_2022,False,,6.158,Ágata,False,6,,False
RA-100,2022,4,4,3,1,7.618,8.8,7.8,5.0,7.08,7.6,7.25,10.0,7.0,7.8,8.1,13.0,2009,Menina,2019,Ametista,Rede Decisão,Ametista,Topázio,Ametista,,,,Não,Não indicado,2009,13,Fase 3 (7º e 8º ano),1,3,10.0,4,False,7.6,False,,False,reconstruido_2022,False,,7.618,Ametista,False,6,,False
RA-101,2022,4,4,5,-1,7.305,7.9,8.3,7.5,7.184,7.6,6.833,5.0,7.2,6.5,9.2,15.0,2007,Menina,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,7.6,False,,False,reconstruido_2022,False,,7.305,Ametista,False,6,,False
RA-102,2022,4,4,4,0,6.922,6.7,7.7,6.9,6.82,5.7,6.0,10.0,4.7,6.8,5.5,14.0,2008,Menino,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,5.7,False,,False,reconstruido_2022,False,,6.922,Ágata,False,6,,False
RA-103,2022,4,4,3,1,8.107,7.9,8.7,7.5,8.254,7.3,7.708,10.0,7.3,7.3,7.3,13.0,2009,Menina,2020,Ametista,Rede Decisão,Ágata,Ametista,Topázio,,,,Não,Não atendido,2009,13,Fase 3 (7º e 8º ano),1,3,10.0,4,False,7.3,False,,False,reconstruido_2022,False,,8.107,Topázio,False,6,,False
RA-104,2022,4,4,8,-4,6.315,7.9,8.7,7.5,7.234,3.6,6.708,2.5,4.8,5.8,0.3,18.0,2004,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2004,18,Fase 8 (Universitários),-4,8,2.5,4,False,3.7,False,,False,reconstruido_2022,False,,6.315,Ágata,False,6,,False
RA-105,2022,4,4,7,-3,6.846,7.9,8.2,5.6,7.826,6.7,7.417,2.5,7.2,6.2,6.8,17.0,2005,Menino,2016,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Requer avaliação,2005,17,Fase 7 (3º EM),-3,7,2.5,4,False,6.7,False,,False,reconstruido_2022,False,,6.846,Ágata,False,6,,False
RA-106,2022,4,4,5,-1,7.973,9.2,8.0,9.4,8.58,7.4,8.375,5.0,7.8,7.2,7.2,15.0,2007,Menina,2016,Ametista,Rede Decisão,Topázio,Ametista,Ametista,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,7.4,False,,False,reconstruido_2022,False,,7.973,Ametista,False,6,,False
RA-107,2022,4,4,5,-1,6.258,7.5,6.4,7.5,7.78,4.5,6.5,5.0,3.3,4.3,6.0,15.0,2007,Menina,2018,Ágata,Escola Pública,Topázio,Ágata,Ágata,,,,Não,Sem limitações,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,4.6,False,,False,reconstruido_2022,False,,6.258,Ágata,False,6,,False
RA-108,2022,4,4,7,-3,5.547,4.6,7.7,5.0,5.72,5.0,6.125,2.5,3.0,5.8,6.2,17.0,2005,Menina,2019,Quartzo,Escola Pública,Ágata,Ágata,Quartzo,,,,Não,Não indicado,2005,17,Fase 7 (3º EM),-3,7,2.5,4,False,5.0,False,,False,reconstruido_2022,False,,5.547,Quartzo,False,6,,False
RA-109,2022,4,4,6,-2,8.512,8.8,10.0,8.8,8.386,8.4,8.667,5.0,7.8,7.5,9.9,16.0,2006,Menino,2021,Topázio,Rede Decisão,,Ametista,Topázio,,,,Sim,Sem limitações,2006,16,Fase 6 (2º EM),-2,6,5.0,4,True,8.4,False,,False,reconstruido_2022,False,,8.512,Topázio,False,6,movimento_fase_atipico,True
RA-110,2022,4,4,4,0,8.15,9.2,9.7,5.6,7.9,6.7,8.0,10.0,8.3,5.7,6.0,14.0,2008,Menino,2017,Ametista,Rede Decisão,Ametista,Topázio,Topázio,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,6.7,False,,False,reconstruido_2022,False,,8.15,Topázio,False,6,,False
RA-111,2022,4,4,3,1,8.646,7.5,9.4,8.1,8.726,8.0,8.667,10.0,6.7,7.5,9.7,13.0,2009,Menina,2020,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Sem limitações,2009,13,Fase 3 (7º e 8º ano),1,3,10.0,4,False,8.0,False,,False,reconstruido_2022,False,,8.646,Topázio,False,6,,False
RA-112,2022,4,4,5,-1,7.836,7.9,7.8,6.3,8.894,8.5,8.833,5.0,9.0,7.5,9.1,15.0,2007,Menina,2016,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,8.5,False,,False,reconstruido_2022,False,,7.836,Ametista,False,6,,False
RA-113,2022,4,4,5,-1,,,0.0,5.0,,3.7,3.792,5.0,3.3,5.5,2.3,15.0,2007,Menina,2017,,Rede Decisão,Ametista,Ágata,Quartzo,,,,Não,Não indicado,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,3.7,True,0.0,True,ausente,False,,3.032,Quartzo,False,4,feature_ausente_sem_imputacao,True
RA-114,2022,4,4,6,-2,5.894,7.9,6.3,7.5,5.54,5.2,5.0,5.0,6.0,4.5,,16.0,2006,Menino,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Sem limitações,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,5.3,False,,False,reconstruido_2022,False,,5.894,Quartzo,False,6,,False
RA-115,2022,4,4,6,-2,5.886,8.3,6.8,6.3,6.894,3.8,5.583,5.0,3.0,5.7,2.7,16.0,2006,Menina,2019,Quartzo,Escola Pública,Ametista,Ametista,Quartzo,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,3.8,False,,False,reconstruido_2022,False,,5.886,Quartzo,False,6,,False
RA-116,2022,4,4,6,-2,6.854,5.8,8.1,6.3,7.856,5.9,7.792,5.0,5.0,7.2,5.5,16.0,2006,Menina,2019,Ágata,Escola Pública,Ametista,Ágata,Ágata,,,,Não,Sem limitações,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,5.9,False,,False,reconstruido_2022,False,,6.854,Ágata,False,6,,False
RA-117,2022,4,4,5,-1,6.685,7.9,6.3,6.9,7.416,6.1,7.417,5.0,4.7,6.7,7.0,15.0,2007,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Requer avaliação,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,6.1,False,,False,reconstruido_2022,False,,6.685,Ágata,False,6,,False
RA-118,2022,4,4,4,0,,,5.3,6.3,,4.0,6.958,10.0,3.7,4.7,3.5,14.0,2008,Menina,2021,,Escola Pública,,Ametista,Quartzo,,,,Não,Sem limitações,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,3.9,True,0.0,True,ausente,False,,5.597,Quartzo,False,4,feature_ausente_sem_imputacao,True
RA-119,2022,4,4,4,0,7.501,8.3,8.2,5.6,8.16,5.4,7.875,10.0,5.7,7.0,3.4,14.0,2008,Menina,2016,Ametista,Rede Decisão,Ametista,Ágata,Ametista,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,5.4,False,,False,reconstruido_2022,False,,7.501,Ametista,False,6,,False
RA-120,2022,4,4,5,-1,6.825,8.3,5.9,7.5,7.916,6.2,7.667,5.0,3.7,5.2,9.7,15.0,2007,Menino,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,6.2,False,,False,reconstruido_2022,False,,6.825,Ágata,False,6,,False
RA-121,2022,4,4,6,-2,7.245,7.1,8.4,6.3,7.6,7.2,7.625,5.0,5.7,6.8,9.0,16.0,2006,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Sem limitações,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,7.2,False,,False,reconstruido_2022,False,,7.245,Ametista,False,6,,False
RA-122,2022,4,4,4,0,5.061,7.9,3.4,7.5,4.894,1.8,4.958,10.0,1.7,3.7,0.0,14.0,2008,Menina,2019,Quartzo,Escola Pública,Ágata,Quartzo,Quartzo,,,,Não,Não atendido,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,1.8,False,,False,reconstruido_2022,False,,5.061,Quartzo,False,6,,False
RA-123,2022,4,4,6,-2,7.084,7.9,8.6,5.6,7.556,6.5,7.292,5.0,7.3,6.3,5.9,16.0,2006,Menino,2017,Ágata,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,6.5,False,,False,reconstruido_2022,False,,7.084,Ametista,False,6,,False
RA-124,2022,4,4,4,0,7.388,7.9,7.8,5.0,7.646,6.7,7.167,10.0,5.7,7.0,7.5,14.0,2008,Menino,2016,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,6.7,False,,False,reconstruido_2022,False,,7.388,Ametista,False,6,,False
RA-125,2022,4,4,5,-1,7.619,8.8,8.5,7.5,8.19,7.1,7.75,5.0,5.0,7.2,9.2,15.0,2007,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,7.1,False,,False,reconstruido_2022,False,,7.619,Ametista,False,6,,False
RA-126,2022,4,4,5,-1,6.289,7.1,5.8,7.5,8.056,4.4,7.417,5.0,4.0,5.0,4.2,15.0,2007,Menino,2018,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,4.4,False,,False,reconstruido_2022,False,,6.289,Ágata,False,6,,False
RA-127,2022,4,4,4,0,8.283,7.5,8.7,7.5,8.38,7.9,8.125,10.0,7.7,7.7,8.3,14.0,2008,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,7.9,False,,False,reconstruido_2022,False,,8.283,Topázio,False,6,,False
RA-128,2022,4,4,5,-1,,,6.2,7.5,,5.6,6.167,5.0,6.7,6.8,3.2,15.0,2007,Menino,2019,,Escola Pública,Ametista,Ágata,Quartzo,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,5.6,True,0.0,True,ausente,False,,5.563,Quartzo,False,4,feature_ausente_sem_imputacao,True
RA-129,2022,4,4,5,-1,6.926,6.7,6.4,7.5,8.276,6.7,7.792,5.0,6.0,5.3,8.7,15.0,2007,Menino,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,6.7,False,,False,reconstruido_2022,False,,6.926,Ágata,False,6,,False
RA-130,2022,4,4,6,-2,5.624,8.3,4.7,5.0,7.34,4.1,6.5,5.0,3.7,5.2,3.5,16.0,2006,Menina,2018,Quartzo,Escola Pública,Quartzo,Ágata,Quartzo,,,,Não,Requer avaliação,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,4.1,False,,False,reconstruido_2022,False,,5.624,Quartzo,False,6,,False
RA-131,2022,4,4,5,-1,7.174,8.8,9.0,5.6,7.64,5.6,7.75,5.0,6.0,6.5,4.2,15.0,2007,Menina,2016,Ametista,Escola Pública,Topázio,Ametista,Ametista,,,,Não,Sem limitações,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,5.6,False,,False,reconstruido_2022,False,,7.174,Ametista,False,6,,False
RA-132,2022,4,4,4,0,8.355,10.0,8.8,5.6,8.034,7.7,8.458,10.0,6.5,7.5,9.1,14.0,2008,Menina,2019,Topázio,Rede Decisão,Topázio,Ametista,Topázio,,,,Sim,Sem limitações,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,7.7,False,,False,reconstruido_2022,False,,8.355,Topázio,False,6,,False
RA-133,2022,4,4,5,-1,6.875,7.9,7.1,7.5,7.7,5.6,7.625,5.0,4.7,7.2,5.0,15.0,2007,Menina,2016,Ágata,Escola Pública,Ametista,Quartzo,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,5.6,False,,False,reconstruido_2022,False,,6.875,Ágata,False,6,,False
RA-134,2022,4,4,5,-1,6.607,8.8,6.8,7.5,7.02,4.7,7.375,5.0,4.7,6.8,2.5,15.0,2007,Menina,2021,Ágata,Escola Pública,,Ágata,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,4.7,False,,False,reconstruido_2022,False,,6.607,Ágata,False,6,,False
RA-135,2022,4,4,5,-1,7.692,8.3,7.8,5.6,8.054,8.6,8.583,5.0,8.0,8.2,9.5,15.0,2007,Menina,2019,Ametista,Escola Pública,Topázio,Ametista,Ametista,,,,Sim,Sem limitações,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,8.6,False,,False,reconstruido_2022,False,,7.692,Ametista,False,6,,False
RA-136,2022,4,4,5,-1,6.478,10.0,6.3,7.5,7.146,4.6,6.667,5.0,5.3,5.7,2.8,15.0,2007,Menino,2019,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,4.6,False,,False,reconstruido_2022,False,,6.478,Ágata,False,6,,False
RA-137,2022,4,4,7,-3,7.056,7.5,8.9,5.0,7.576,7.3,7.792,2.5,6.0,7.3,8.5,17.0,2005,Menina,2016,Ágata,Rede Decisão,Quartzo,Ágata,Ametista,,,,Não,Requer avaliação,2005,17,Fase 7 (3º EM),-3,7,2.5,4,False,7.3,False,,False,reconstruido_2022,False,,7.056,Ametista,False,6,,False
RA-138,2022,4,4,5,-1,6.738,9.6,8.0,5.6,7.23,5.6,6.375,5.0,5.0,6.5,5.2,15.0,2007,Menino,2016,Ágata,Escola Pública,Ametista,Ágata,Ágata,,,,Não,Requer avaliação,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,5.6,False,,False,reconstruido_2022,False,,6.738,Ágata,False,6,,False
RA-139,2022,4,4,7,-3,3.738,7.1,3.5,5.0,4.946,1.5,3.917,2.5,1.7,2.7,0.0,17.0,2005,Menino,2019,Quartzo,Escola Pública,Quartzo,Ágata,Quartzo,,,,Não,Requer avaliação,2005,17,Fase 7 (3º EM),-3,7,2.5,4,False,1.4,False,,False,reconstruido_2022,False,,3.738,Quartzo,False,6,,False
RA-140,2022,4,4,4,0,7.407,7.9,7.6,6.9,7.336,5.7,7.667,10.0,5.0,6.5,5.6,14.0,2008,Menina,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Não,Não atendido,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,5.7,False,,False,reconstruido_2022,False,,7.407,Ametista,False,6,,False
RA-141,2022,4,4,4,0,7.118,9.2,8.2,5.6,6.746,5.7,5.917,10.0,5.8,6.2,5.0,14.0,2008,Menino,2017,Ágata,Escola Pública,Ágata,Ágata,Ametista,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,5.7,False,,False,reconstruido_2022,False,,7.118,Ametista,False,6,,False
RA-142,2022,4,4,4,0,7.457,6.7,8.6,5.6,7.304,6.3,7.583,10.0,6.0,6.8,6.0,14.0,2008,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,6.3,False,,False,reconstruido_2022,False,,7.457,Ametista,False,6,,False
RA-143,2022,4,4,3,1,8.638,8.3,9.9,5.6,7.88,7.9,9.5,10.0,9.7,7.7,6.4,13.0,2009,Menino,2019,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Sem limitações,2009,13,Fase 3 (7º e 8º ano),1,3,10.0,4,False,7.9,False,,False,reconstruido_2022,False,,8.638,Topázio,False,6,,False
RA-144,2022,4,4,4,0,8.181,7.5,9.3,5.0,8.326,7.9,8.292,10.0,7.5,7.2,9.0,14.0,2008,Menina,2017,Ametista,Rede Decisão,Ágata,Quartzo,Topázio,,,,Não,Requer avaliação,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,7.9,False,,False,reconstruido_2022,False,,8.181,Topázio,False,6,,False
RA-145,2022,4,4,6,-2,,,6.3,8.1,,5.2,7.25,5.0,3.0,4.8,7.8,16.0,2006,Menino,2017,,Escola Pública,Ágata,Ágata,Quartzo,,,,Não,Sem limitações,2006,16,Fase 6 (2º EM),-2,6,5.0,4,False,5.2,True,0.0,True,ausente,False,,5.846,Quartzo,False,4,feature_ausente_sem_imputacao,True
RA-146,2022,4,4,5,-1,7.947,8.3,9.2,7.5,8.054,7.9,8.208,5.0,6.3,7.3,10.0,15.0,2007,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2007,15,Fase 5 (1º EM),-1,5,5.0,4,False,7.9,False,,False,reconstruido_2022,False,,7.947,Ametista,False,6,,False
RA-147,2022,4,4,4,0,7.541,8.3,7.7,7.5,7.51,6.1,7.25,10.0,5.8,4.8,7.7,14.0,2008,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,6.1,False,,False,reconstruido_2022,False,,7.541,Ametista,False,6,,False
RA-148,2022,4,4,4,0,7.894,9.2,7.9,10.0,7.924,5.3,7.708,10.0,4.7,6.3,5.0,14.0,2008,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Sem limitações,2008,14,Fase 4 (9º ano),0,4,10.0,4,False,5.3,False,,False,reconstruido_2022,False,,7.894,Ametista,False,6,,False
